center,area,orientation,poly,id
"(12.727192603305552, 48.15437290422939)",267.48249746859074,,"[(12.7271338, 48.1544719), (12.7270333, 48.1543662), (12.7272514, 48.1542739), (12.7273519, 48.1543796), (12.7272227, 48.1544343), (12.7271338, 48.1544719)]",oberbayern-houses_50
"(11.715318127679994, 48.03631305226684)",521.2425136622041,,"[(11.7155584, 48.0363625), (11.7151025, 48.0363995), (11.7150779, 48.0362636), (11.7155337, 48.0362266), (11.7155584, 48.0363625)]",oberbayern-houses_51
"(11.544991661378244, 48.101982935153735)",250.488027445972,,"[(11.5451353, 48.1019489), (11.5448949, 48.101901), (11.5448476, 48.1020202), (11.5450937, 48.102062), (11.5451353, 48.1019489)]",oberbayern-houses_52
"(12.11015236085804, 48.30641742492258)",75.17704023048282,,"[(12.1101178, 48.3063673), (12.1100798, 48.3064441), (12.110187, 48.3064675), (12.1102249, 48.3063908), (12.1101178, 48.3063673)]",oberbayern-houses_53
"(11.607996787757564, 48.20157835570918)",57.63419389538467,,"[(11.6079474, 48.2015252), (11.6080058, 48.2015163), (11.6080451, 48.2016327), (11.6080138, 48.2016374), (11.6079896, 48.2016413), (11.6079474, 48.2015252)]",oberbayern-houses_54
"(11.607204565045025, 48.20244478032504)",79.27501109428704,,"[(11.6071091, 48.2024334), (11.6072536, 48.2025006), (11.6072744, 48.2024818), (11.6073007, 48.2024571), (11.6071551, 48.2023884), (11.6071091, 48.2024334)]",oberbayern-houses_55
"(11.608445546261613, 48.20281314054568)",64.26977120153606,False,"[(11.6083928, 48.2027575), (11.6084544, 48.2027483), (11.6084978, 48.2028691), (11.6084636, 48.2028745), (11.6084374, 48.2028782), (11.6083928, 48.2027575)]",oberbayern-houses_56
"(11.608160759445184, 48.20287132939213)",74.93998597189784,,"[(11.6081368, 48.2029284), (11.6080994, 48.2028283), (11.608185, 48.2028143), (11.6082219, 48.2029145), (11.6081816, 48.2029211), (11.6081368, 48.2029284)]",oberbayern-houses_57
"(11.607914230667454, 48.20289808750453)",60.6797456946224,,"[(11.6078625, 48.2028427), (11.6079093, 48.2029638), (11.6079312, 48.2029602), (11.6079649, 48.2029547), (11.607921, 48.2028332), (11.6078625, 48.2028427)]",oberbayern-houses_58
"(11.607886771662098, 48.20317230690599)",68.8746328651905,False,"[(11.6079082, 48.203118), (11.6079484, 48.2032107), (11.6079084, 48.2032183), (11.6078656, 48.2032267), (11.607825, 48.2031341), (11.6079082, 48.203118)]",oberbayern-houses_59
"(11.608106947981922, 48.20312097162751)",51.494599832221866,False,"[(11.6081183, 48.2030648), (11.6081527, 48.2031694), (11.6081317, 48.2031723), (11.6080969, 48.2031777), (11.6080604, 48.2030735), (11.6081183, 48.2030648)]",oberbayern-houses_60
"(11.608379248783278, 48.20308549707259)",64.03563353605568,,"[(11.6083956, 48.2030283), (11.608434, 48.2031309), (11.6084044, 48.2031358), (11.6083629, 48.2031427), (11.6083245, 48.2030401), (11.6083956, 48.2030283)]",oberbayern-houses_61
"(11.608352680390144, 48.20338925026979)",59.675843534991145,,"[(11.6083611, 48.203327), (11.6084035, 48.2034421), (11.6083444, 48.2034516), (11.6083018, 48.2033365), (11.6083325, 48.2033315), (11.6083611, 48.203327)]",oberbayern-houses_62
"(11.608161703250182, 48.2034179082147)",68.63066222704947,,"[(11.6081058, 48.2033652), (11.6081376, 48.2033598), (11.6081725, 48.2033538), (11.6082176, 48.2034706), (11.6081509, 48.203482), (11.6081058, 48.2033652)]",oberbayern-houses_63
"(11.451859757877106, 48.813733601594315)",87.64157183957286,False,"[(11.4518173, 48.8137889), (11.4518003, 48.8136928), (11.4517991, 48.8136862), (11.4519022, 48.8136783), (11.4519204, 48.813781), (11.4518173, 48.8137889)]",oberbayern-houses_64
"(11.451464300000001, 48.81372974999999)",205.16942438622937,True,"[(11.4513621, 48.8137915), (11.4513578, 48.8136712), (11.4515665, 48.813668), (11.4515708, 48.8137883), (11.4513621, 48.8137915)]",oberbayern-houses_65
"(11.451071949999998, 48.8138474)",192.41068291757256,False,"[(11.4509648, 48.8139031), (11.4509607, 48.8137953), (11.4511791, 48.8137917), (11.4511832, 48.8138995), (11.4509648, 48.8139031)]",oberbayern-houses_66
"(11.450726750000003, 48.813933999999996)",127.1672923997976,,"[(11.4507853, 48.8140027), (11.4506736, 48.8140046), (11.4506682, 48.8138653), (11.4507799, 48.8138634), (11.4507853, 48.8140027)]",oberbayern-houses_67
"(11.450384700000003, 48.8138281)",303.56874922150746,False,"[(11.4504983, 48.8139102), (11.450494, 48.8137435), (11.4502711, 48.813746), (11.4502754, 48.8139127), (11.4504983, 48.8139102)]",oberbayern-houses_68
"(11.45034505, 48.813517250000004)",256.49746238905936,,"[(11.4504691, 48.8135797), (11.4504635, 48.8134503), (11.450221, 48.8134548), (11.4502266, 48.8135842), (11.4504691, 48.8135797)]",oberbayern-houses_69
"(11.450698599999997, 48.8134819)",184.2953780326061,False,"[(11.4506125, 48.813547), (11.4506065, 48.8134205), (11.4507847, 48.8134168), (11.4507907, 48.8135433), (11.4506125, 48.813547)]",oberbayern-houses_70
"(11.4510415, 48.813452999999996)",205.9689146680757,False,"[(11.4509472, 48.8135197), (11.4509387, 48.813392), (11.4511358, 48.8133863), (11.4511443, 48.813514), (11.4509472, 48.8135197)]",oberbayern-houses_71
"(11.451375961772431, 48.81341577051009)",191.1649783849716,,"[(11.4512903, 48.8134831), (11.451277, 48.8133569), (11.4514617, 48.8133485), (11.4514749, 48.8134746), (11.4512903, 48.8134831)]",oberbayern-houses_72
"(11.4521634, 48.81334355)",228.3090647375211,,"[(11.4520558, 48.8134099), (11.4520417, 48.8132887), (11.452271, 48.8132772), (11.4522851, 48.8133984), (11.4520558, 48.8134099)]",oberbayern-houses_73
"(11.451741073465595, 48.81338634515123)",212.87461126782,,"[(11.4516454, 48.8134546), (11.451628, 48.8133308), (11.4518368, 48.8133181), (11.4518541, 48.8134419), (11.4516454, 48.8134546)]",oberbayern-houses_74
"(11.4524856, 48.81331980000001)",170.16762867942452,,"[(11.4525854, 48.8133703), (11.4525658, 48.813256), (11.4523858, 48.8132693), (11.4524054, 48.8133836), (11.4525854, 48.8133703)]",oberbayern-houses_75
"(11.4528313, 48.813288899999996)",158.58553483895955,False,"[(11.4527493, 48.8133482), (11.4527323, 48.8132421), (11.4529133, 48.8132296), (11.4529303, 48.8133357), (11.4527493, 48.8133482)]",oberbayern-houses_76
"(11.4519502039961, 48.81420199903208)",115.07767578260972,False,"[(11.4519055, 48.8142696), (11.4520145, 48.8142623), (11.4520085, 48.8142228), (11.4519949, 48.8141344), (11.4518859, 48.8141417), (11.4518883, 48.8141576), (11.4519055, 48.8142696)]",oberbayern-houses_77
"(11.451446911163439, 48.814264488728206)",84.09246376587544,,"[(11.4514989, 48.8143255), (11.4514535, 48.8143276), (11.4514516, 48.81431), (11.4514027, 48.8143122), (11.451392, 48.8142121), (11.4514863, 48.8142077), (11.4514989, 48.8143255)]",oberbayern-houses_78
"(11.701098354137077, 48.06338431592631)",294.3501029839972,,"[(11.7010069, 48.0634842), (11.7010088, 48.0633458), (11.7010253, 48.0633459), (11.7010263, 48.0632739), (11.7011719, 48.0632748), (11.701171, 48.0633419), (11.7011891, 48.063342), (11.7011871, 48.0634853), (11.7010069, 48.0634842)]",oberbayern-houses_79
"(11.451811, 48.81397595)",144.86474713589996,False,"[(11.4518791, 48.814045), (11.4517553, 48.8140497), (11.4517429, 48.8139069), (11.4518667, 48.8139022), (11.4518791, 48.814045)]",oberbayern-houses_80
"(11.451368350000001, 48.813992299999995)",147.84000436845236,,"[(11.451441, 48.8140553), (11.4512993, 48.814057), (11.4512957, 48.8139293), (11.4514374, 48.8139276), (11.451441, 48.8140553)]",oberbayern-houses_81
"(11.450397700000002, 48.81403409999999)",160.09825734933838,,"[(11.4504852, 48.8140901), (11.450481, 48.8139754), (11.4503102, 48.8139781), (11.4503144, 48.8140928), (11.4504852, 48.8140901)]",oberbayern-houses_82
"(11.450471700000003, 48.814311849999996)",229.64325492829084,False,"[(11.4503787, 48.8143861), (11.4505847, 48.8143728), (11.4505647, 48.8142376), (11.4503587, 48.8142509), (11.4503787, 48.8143861)]",oberbayern-houses_83
"(11.450729526729644, 48.814281709666666)",120.52088353410365,,"[(11.4507943, 48.8143439), (11.4506825, 48.8143505), (11.4506648, 48.8142195), (11.4507765, 48.8142129), (11.4507943, 48.8143439)]",oberbayern-houses_84
"(11.573832499734015, 48.27513078680402)",88.06522767990828,,"[(11.5738466, 48.2750649), (11.5739034, 48.2751777), (11.5738628, 48.2751868), (11.5738184, 48.2751967), (11.5737616, 48.2750838), (11.5738466, 48.2750649)]",oberbayern-houses_85
"(11.573921138930647, 48.275536281832665)",89.28761704824865,False,"[(11.5739946, 48.2755843), (11.5739727, 48.2755905), (11.5739154, 48.2756052), (11.5738466, 48.2754887), (11.5739285, 48.2754677), (11.5739946, 48.2755843)]",oberbayern-houses_86
"(11.574619638732164, 48.275463564953704)",75.48207433056086,,"[(11.5747244, 48.2754637), (11.5745377, 48.2755071), (11.5745148, 48.2754635), (11.5747015, 48.27542), (11.5747128, 48.2754415), (11.5747244, 48.2754637)]",oberbayern-houses_87
"(11.574418535015386, 48.27585711696919)",178.44457555934787,,"[(11.5744976, 48.2757866), (11.5745461, 48.2758801), (11.5743395, 48.2759276), (11.5742909, 48.2758342), (11.5744976, 48.2757866)]",oberbayern-houses_88
"(11.574073675368908, 48.27583726052966)",325.1068883687258,,"[(11.5739835, 48.2758439), (11.5739299, 48.2757566), (11.5740983, 48.2757141), (11.5742168, 48.2759127), (11.5741254, 48.27594), (11.5740453, 48.275963), (11.5739835, 48.2758439)]",oberbayern-houses_89
"(11.574003763892856, 48.27551564464517)",92.79185403883456,,"[(11.5740776, 48.2755628), (11.5740224, 48.2755788), (11.5739946, 48.2755843), (11.5739285, 48.2754677), (11.5740146, 48.2754472), (11.5740776, 48.2755628)]",oberbayern-houses_90
"(11.574085726653463, 48.27549295426637)",88.67791430093348,,"[(11.5740146, 48.2754472), (11.5740961, 48.2754227), (11.5741545, 48.2755393), (11.5741391, 48.2755464), (11.5740776, 48.2755628), (11.5740146, 48.2754472)]",oberbayern-houses_91
"(11.574167436469676, 48.275471321403884)",91.9041358474642,,"[(11.5741545, 48.2755393), (11.5740961, 48.2754227), (11.5741771, 48.275401), (11.5742398, 48.2755181), (11.5741799, 48.2755358), (11.5741545, 48.2755393)]",oberbayern-houses_92
"(11.573916334427224, 48.27511207887457)",85.64136479049921,,"[(11.5739861, 48.2751593), (11.5739292, 48.2750464), (11.5738466, 48.2750649), (11.5739034, 48.2751777), (11.5739497, 48.2751674), (11.5739861, 48.2751593)]",oberbayern-houses_93
"(11.574081703161642, 48.275075168752196)",88.47611394897103,,"[(11.5740674, 48.2751411), (11.5741528, 48.2751221), (11.574096, 48.2750092), (11.5740106, 48.2750283), (11.5740674, 48.2751411)]",oberbayern-houses_94
"(11.573998319603799, 48.27509377885823)",84.30057432502508,,"[(11.5739292, 48.2750464), (11.5739861, 48.2751593), (11.5740269, 48.2751502), (11.5740674, 48.2751411), (11.5740106, 48.2750283), (11.5739292, 48.2750464)]",oberbayern-houses_95
"(11.574165246746754, 48.27505653060237)",84.65351843833923,,"[(11.5741777, 48.274991), (11.5742345, 48.2751038), (11.574201, 48.2751113), (11.5741528, 48.2751221), (11.574096, 48.2750092), (11.5741777, 48.274991)]",oberbayern-houses_96
"(11.574251681641131, 48.27503726020478)",94.39081792160869,,"[(11.5743257, 48.2750835), (11.5742688, 48.2749707), (11.5741777, 48.274991), (11.5742345, 48.2751038), (11.5742799, 48.2750937), (11.5743257, 48.2750835)]",oberbayern-houses_97
"(11.574344268089384, 48.27501658942152)",97.41395079344512,,"[(11.5742688, 48.2749707), (11.5743629, 48.2749497), (11.5744197, 48.2750625), (11.5743749, 48.2750725), (11.5743257, 48.2750835), (11.5742688, 48.2749707)]",oberbayern-houses_98
"(11.575157407483546, 48.274967729110266)",63.44566638208926,,"[(11.5751049, 48.2749235), (11.5751797, 48.2749133), (11.5752099, 48.275012), (11.5751709, 48.2750173), (11.5751351, 48.2750221), (11.5751049, 48.2749235)]",oberbayern-houses_99
"(11.575315466153496, 48.27491083828004)",74.31290884502232,,"[(11.5753969, 48.2749433), (11.5753001, 48.2748491), (11.5752346, 48.2748789), (11.5753314, 48.2749731), (11.5753684, 48.2749547), (11.5753969, 48.2749433)]",oberbayern-houses_100
"(11.574792297350985, 48.275355993519455)",70.10515689477324,,"[(11.5748104, 48.275298), (11.5748518, 48.2754), (11.5748134, 48.2754069), (11.5747742, 48.275414), (11.5747328, 48.275312), (11.5748104, 48.275298)]",oberbayern-houses_101
"(11.57521695092346, 48.27527565159573)",59.760854767635465,,"[(11.5752162, 48.2753349), (11.5751564, 48.2752323), (11.5752177, 48.2752164), (11.5752775, 48.275319), (11.5752463, 48.2753271), (11.5752162, 48.2753349)]",oberbayern-houses_102
"(11.575912463414262, 48.27463949388825)",85.25666676461697,,"[(11.5758251, 48.2746194), (11.5759035, 48.2745783), (11.5759998, 48.2746596), (11.5759651, 48.2746778), (11.5759215, 48.2747007), (11.5758251, 48.2746194)]",oberbayern-houses_103
"(11.575508003301888, 48.27561794719488)",116.92125520296396,,"[(11.5755636, 48.2755572), (11.5755942, 48.2756541), (11.5755524, 48.2756599), (11.5754525, 48.2756769), (11.5754199, 48.2755857), (11.5755636, 48.2755572)]",oberbayern-houses_104
"(11.576012397885703, 48.27553603537965)",152.72492120042443,False,"[(11.5759093, 48.275501), (11.5760837, 48.275472), (11.5761192, 48.2755705), (11.5760239, 48.2755857), (11.5759354, 48.2755987), (11.5759093, 48.275501)]",oberbayern-houses_105
"(11.5759230105132, 48.275199592781675)",74.00028384802863,,"[(11.5758123, 48.2752032), (11.576013, 48.2751561), (11.5760208, 48.2751723), (11.5760341, 48.2751959), (11.5758333, 48.275243), (11.5758123, 48.2752032)]",oberbayern-houses_106
"(11.57663999412554, 48.27423944379759)",54.01874176226556,,"[(11.5765714, 48.2742082), (11.5766252, 48.274185), (11.5767086, 48.2742707), (11.5766793, 48.2742833), (11.5766548, 48.2742939), (11.5765714, 48.2742082)]",oberbayern-houses_107
"(11.577102082498955, 48.274757102406156)",121.09809301421046,,"[(11.5772204, 48.274712), (11.5772288, 48.2747395), (11.5772375, 48.2747675), (11.5769838, 48.2748022), (11.5769667, 48.2747467), (11.5772204, 48.274712)]",oberbayern-houses_108
