center,area,orientation,poly,id
"(11.298297970130863, 51.37007171299355)",161.3539685755968,,"[(11.298312, 51.3699895), (11.298177, 51.3700381), (11.298284, 51.3701539), (11.2984189, 51.3701054), (11.298312, 51.3699895)]",thueringen-houses_80
"(11.086276503591593, 50.469266116793705)",131.75922130793333,,"[(11.0862608, 50.4693384), (11.086391, 50.4692702), (11.0862922, 50.4691938), (11.086162, 50.4692621), (11.0862608, 50.4693384)]",thueringen-houses_81
"(10.769048554027192, 51.498500595756674)",122.16729727876373,,"[(10.7691274, 51.4985497), (10.7691217, 51.4985036), (10.7691136, 51.4984397), (10.7689975, 51.4984454), (10.7690008, 51.4984712), (10.7689655, 51.4984729), (10.7689721, 51.4985252), (10.768976, 51.4985568), (10.7691274, 51.4985497)]",thueringen-houses_82
"(11.057506044259133, 50.87030153891513)",100.1436082534492,,"[(11.057413, 50.8702761), (11.0575021, 50.8702481), (11.05753, 50.8702394), (11.0575991, 50.870327), (11.0574821, 50.8703637), (11.057413, 50.8702761)]",thueringen-houses_83
"(10.502038900000002, 50.580074350000004)",82.81486696004868,,"[(10.5021286, 50.5800882), (10.5020385, 50.5800157), (10.5019492, 50.5800605), (10.5020393, 50.580133), (10.5021286, 50.5800882)]",thueringen-houses_84
"(11.959943277526012, 51.00650601692185)",94.6758017912507,,"[(11.9599832, 51.0064457), (11.9598397, 51.0065106), (11.9599034, 51.0065663), (11.9600468, 51.0065015), (11.9599832, 51.0064457)]",thueringen-houses_85
"(10.983459174791117, 50.69254681129805)",89.14467697008513,,"[(10.9834125, 50.6926085), (10.9834144, 50.6924845), (10.9835058, 50.6924851), (10.983504, 50.6926091), (10.9834125, 50.6926085)]",thueringen-houses_86
"(11.274880332482205, 50.68523284900319)",94.2362988255918,,"[(11.2749285, 50.6852893), (11.2747796, 50.6852392), (11.2748321, 50.6851764), (11.2749811, 50.6852265), (11.2749285, 50.6852893)]",thueringen-houses_87
"(11.260860504016382, 50.68605186603691)",105.00193089619279,,"[(11.2608105, 50.6861087), (11.2609478, 50.6860862), (11.2609105, 50.685995), (11.2608627, 50.6860029), (11.2607732, 50.6860175), (11.2608105, 50.6861087)]",thueringen-houses_88
"(11.431707372395307, 51.296220127724375)",47.88597832201049,,"[(11.4317623, 51.29625), (11.4316454, 51.2962435), (11.4316558, 51.2961894), (11.431767, 51.2961968), (11.4317628, 51.2962442), (11.4317623, 51.29625)]",thueringen-houses_89
"(11.042015650000002, 51.15690735)",127.42408884316683,,"[(11.041942, 51.1568523), (11.0421109, 51.1568674), (11.0420893, 51.1569624), (11.0419204, 51.1569473), (11.041942, 51.1568523)]",thueringen-houses_90
"(10.921022099999998, 50.67603955)",59.67868029139936,,"[(10.9209792, 50.6760806), (10.9209527, 50.6760175), (10.921065, 50.6759985), (10.9210915, 50.6760616), (10.9209792, 50.6760806)]",thueringen-houses_91
"(12.08973325, 50.885650350000006)",128.8040509968996,,"[(12.089643, 50.8856949), (12.0898149, 50.8857012), (12.0898235, 50.8856058), (12.0896516, 50.8855995), (12.089643, 50.8856949)]",thueringen-houses_92
"(11.292707277315989, 51.362420886003385)",39.988601949065924,,"[(11.2927198, 51.3623794), (11.2926547, 51.3623943), (11.2926914, 51.3624618), (11.292762, 51.3624464), (11.2927198, 51.3623794)]",thueringen-houses_93
